"","instituce","obor","spec_hlavni","zakl_vyzkum","obor_ekzaktnost","krize_rep","cinnost_matem","cinnost_model","cinnost_teori","cinnost_exper","cinnost_kateg","cinnost_vyvoj","kar_praxe","kar_titul","kar_citace","kar_nejlepsi","kar_kategorie","obor_dotovany","obor_konkuren","obor_tlak","obor_rychly","obor_priliv","obor_publikac","obor_medializ","obor_verejnos","obor_komplexn","obor_mensi","financ_vliv","financ_zajisti.objektivitu","financ_neduvera","financ_zajisti.nezavislost","dilema_predator","dilema_neinformoval","dilema_misogyn","dilema_kvoty","dilema_cinska.medicina","dilema_embryo","reg_Evropa","reg_Sev.Amerika","reg_Asie","reg_vsude.stejne","objekt_vnejsi.pohled","objekt_presnost","objekt_matematicka.konzistence","objekt_testovatelnost","objekt_nestrannost","objekt_priblizeni.pravde","objekt_shoda.s.realitou","objekt_kvantifikace","objekt_intersubjektivita","objekt_kriticke.mysleni","objekt_reprodukovatelnost","objekt_diskut","neobj_nerepre","neobj_hacking","neobj_positiv","neobj_popular","neobj_modmet","neobj_oversell","neobj_zbytecne","neobj_salam","frek_nerepre","frek_hacking","frek_positiv","frek_popular","frek_modmet","frek_oversell","frek_zbytecne","frek_salam"
"1","AV","Chemie","Chemistry","Ano","Menší","Nevýznamná","Ne","Ne","Ne","Ano","Ne","Ne","5–9 let","CSc./Ph.D.","Do 100","Ano","Vědecký pracovník do třídy V5","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Spíše ano","Spíše ne","Spíše ano","Spíše ne","Rozhodně ne","Velmi často","Veřejné",NA,NA,"ne","ne","ano","ano","ano","ano","Ne","Ne","Ano","Ne","Ano","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ne","Zřídka","Ano","Ano","Ano","Ano","Ano","Ano","Ano","Ano",40,30,30,30,NA,10,20,20
"2","AV","Biol-Ekol","Biology","Ano","Větší","Nevýznamná","Ne","Ne","Ne","Ne","Ano","Ne","20 a více let","CSc./Ph.D.","Do 5000","Ano","Vědecký pracovník do třídy V5","Spíše ano","Rozhodně ano","Rozhodně ano","Rozhodně ano","Spíše ne","Rozhodně ano","Spíše ano","Spíše ano","Rozhodně ano","Rozhodně ne","Vždy","Veřejné","Soukromé","Dlouhodobé","ne","ne","ano","ne","ano","ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Zřídka","Ano","Ano","Ano","Ne","Ne","Ano","Ne","Ne",80,20,30,20,50,40,60,80
"3","AV","Chemie","Chemistry","Ano",NA,NA,"Ano","Ne","Ne","Ano","Ne","Ne","20 a více let","CSc./Ph.D.","Do 500","Ano","Vědecký pracovník do třídy V5","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Rozhodně ne","Spíše ne","Rozhodně ne","Spíše ano","Spíše ne","Spíše ano","Vždy","Nehraje roli","Soukromé","Dlouhodobé","ano","ne","ano","ne","ano","ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Zřídka","Ano","Ano","Ano","Ne","Ne","Ano","Ano","Ne",30,20,40,50,40,50,60,20
"4","AV","Mat-Fyz-Info","Math.","Ne","Větší","Významná","Ano","Ne","Ne","Ne","Ne","Ne","20 a více let","CSc./Ph.D.","Do 5000","Ne","Vědecký pracovník do třídy V5","Rozhodně ne","Rozhodně ano","Spíše ano","Rozhodně ne","Spíše ne","Rozhodně ano","Rozhodně ne","Spíše ne",NA,"Spíše ne","Někdy","Nehraje roli","Nehraje roli","Dlouhodobé","ne","ano","ne","ano","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Zřídka","Ano","Ano",NA,NA,"Ano","Ano","Ne","Ne",0,0,NA,0,10,10,10,20
"5","AV","Chemie","Other","Ano","Menší","Není","Ne","Ne","Ne","Ano","Ano","Ne","20 a více let","CSc./Ph.D.","Do 5000","Ne","Vedoucí vědecký pracovník do třídy V6","Rozhodně ne","Spíše ne","Spíše ne","Spíše ne","Rozhodně ne","Spíše ne","Spíše ne","Rozhodně ne","Spíše ne","Spíše ano","Velmi často","Nehraje roli","Nehraje roli","Dlouhodobé","ne","ne","ne","ano","ano","ano","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Zřídka","Ano",NA,"Ano","Ano","Ano","Ano","Ne","Ano",NA,NA,20,40,30,20,30,20
"6","AV","Chemie","Chemistry","Ano","Větší","Významná","Ne","Ano","Ano","Ano","Ano","Ano","20 a více let","CSc./Ph.D.","Do 1000","Ne","Vědecký pracovník do třídy V5","Rozhodně ne","Rozhodně ano","Spíše ano","Spíše ne","Spíše ano","Rozhodně ano","Spíše ano","Rozhodně ne","Spíše ano","Rozhodně ne","Vždy","Veřejné","Soukromé","Dlouhodobé","ano","ne","ne","ne","ano","ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Někdy","Ano","Ano","Ne","Ne","Ano","Ano","Ano","Ano",0,0,100,0,0,0,0,0
"7","AV","Biol-Medic","Biology","Ano","Menší","Významná","Ne","Ne","Ano","Ne","Ne","Ne","10–19 let","CSc./Ph.D.","Do 500","Ne","Vědecký asistent do třídy V4","Rozhodně ano","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ano","Spíše ne","Vždy","Veřejné","Soukromé","Dlouhodobé","ne","ne","ano","ne","ano","ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Zřídka","Ano","Ano","Ano","Ne","Ne","Ano","Ne","Ne",40,60,80,70,80,80,30,80
"8","AV","Chemie","Chemistry","Ano","Větší",NA,"Ne","Ne","Ne","Ne","Ne","Ano","10–19 let","CSc./Ph.D.","Do 500","Ne","Vědecký pracovník do třídy V5","Spíše ne","Rozhodně ano","Rozhodně ano","Spíše ano","Spíše ano","Rozhodně ano","Spíše ano","Spíše ano",NA,"Spíše ne","Velmi často","Soukromé","Veřejné","Nehraje roli","ne","ano","ne","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Někdy","Ano",NA,"Ne","Ano",NA,"Ano","Ano","Ano",20,NA,50,90,30,40,60,40
"9","AV","Biol-Medic","Biology","Ano","Větší","Nevýznamná","Ne","Ne","Ne","Ano","Ne","Ne","20 a více let","DrSc./DSc.","Do 5000","Ne","Vedoucí vědecký pracovník do třídy V6","Spíše ano","Rozhodně ano","Spíše ano","Spíše ano","Spíše ano","Rozhodně ano","Spíše ano","Spíše ano","Spíše ne","Rozhodně ne","Vždy","Veřejné","Soukromé","Dlouhodobé","ne","ne","ne","ne","ne","ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Ne","Ano","Někdy","Ano",NA,NA,"Ano","Ano","Ano",NA,"Ano",70,NA,70,60,70,60,60,50
"10","AV","Biol-Medic","Biology","Ano",NA,"Nevýznamná","Ne","Ne","Ne","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 5000","Ne","Vědecký pracovník do třídy V5","Spíše ne","Rozhodně ano","Rozhodně ano","Spíše ano","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Rozhodně ano","Spíše ano","Někdy",NA,NA,"Dlouhodobé","ne","ne","ano","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ano","Zřídka","Ano",NA,"Ne","Ne","Ne","Ne","Ne","Ne",50,0,80,20,30,30,30,0
"11","AV","Chemie","Chemistry","Ano","Větší","Významná","Ne","Ne","Ne","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 500","Ne","Vědecký pracovník do třídy V5","Rozhodně ne","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ano","Rozhodně ne","Spíše ne","Spíše ano","Rozhodně ano","Velmi často","Veřejné","Veřejné","Dlouhodobé","ne","ne","ne","ne","ne","ne","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Velmi často","Ano","Ano","Ne","Ne","Ne","Ano","Ne","Ano",60,NA,60,100,80,20,40,80
"12","AV","Biol-Medic","Biology","Ano","Menší","Významná","Ne","Ne","Ano","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 500","Ne","Vědecký asistent do třídy V4","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Rozhodně ano","Spíše ne","Rozhodně ano","Rozhodně ne","Vždy","Nehraje roli","Nehraje roli","Dlouhodobé","ne","ano","ne","ne","ano","ano","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Nikdy","Ano","Ano","Ano","Ne","Ne","Ano","Ne","Ano",30,90,80,0,30,40,70,30
"13","AV","Biol-Medic","Biology","Ne","Menší","Významná","Ne","Ne","Ano","Ano","Ne","Ano","20 a více let","DrSc./DSc.","Do 5000","Ano","Vedoucí vědecký pracovník do třídy V6","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Rozhodně ano","Spíše ano","Spíše ano","Spíše ano","Rozhodně ne","Velmi často","Soukromé","Soukromé","Dlouhodobé","ne","ano","ne","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ano","Ne","Někdy","Ano","Ano","Ano","Ne","Ano","Ano","Ano","Ano",90,30,90,20,90,90,80,20
"14","AV","Biol-Medic","Medicine","Ano","Menší","Nevýznamná","Ne","Ne","Ne","Ano","Ne","Ne","20 a více let","Docent","Do 5000","Ne","Vědecký pracovník do třídy V5","Spíše ne","Spíše ne","Rozhodně ano","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ano","Velmi často","Veřejné",NA,"Dlouhodobé","ne","ano","ne","ne","ano","ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ano","Nikdy","Ano",NA,"Ano","Ano","Ano","Ano","Ano","Ano",10,NA,30,10,20,20,20,50
"15","AV","Biol-Medic","Biology","Ano","Menší","Významná","Ne","Ne","Ne","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 500","Ne","Postdoktorand do třídy V3","Rozhodně ne","Rozhodně ano","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Spíše ano","Rozhodně ne","Velmi často","Nehraje roli","Nehraje roli","Dlouhodobé","ne","ne","ne","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Někdy","Ano","Ano","Ne","Ano","Ne","Ano","Ano","Ano",90,20,80,80,60,80,20,30
"16","AV","Mat-Fyz-Info","Math.","Ano","Větší",NA,"Ano","Ne","Ano","Ne","Ne","Ne","20 a více let","DrSc./DSc.","Do 1000","Ano","Vedoucí vědecký pracovník do třídy V6","Spíše ne",NA,"Rozhodně ano","Rozhodně ano","Rozhodně ne","Rozhodně ano","Rozhodně ne",NA,"Rozhodně ano","Rozhodně ano","Velmi často","Veřejné","Soukromé","Dlouhodobé","ne","ano","ne","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Nikdy","Ano",NA,"Ano","Ano","Ano","Ano","Ano","Ano",30,NA,30,30,NA,70,70,30
"17","AV","Biol-Ekol","Biology","Ano","Větší",NA,"Ne","Ne","Ne","Ano","Ne","Ne","Méně než 5 let","Mgr./Ing.","Do 100","Ne","Doktorand do třídy V2","Spíše ano","Spíše ano",NA,"Spíše ne","Spíše ano","Spíše ano","Spíše ano","Spíše ano",NA,"Spíše ne","Velmi často","Veřejné","Soukromé","Dlouhodobé","ne","ne","ano","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ano","Ne","Zřídka","Ano",NA,"Ano","Ano",NA,"Ano","Ano","Ne",40,NA,80,NA,NA,NA,40,70
"18","AV","Biol-Medic","Biology","Ano","Menší","Nevýznamná","Ne","Ne","Ne","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 1000","Ne","Vědecký pracovník do třídy V5","Spíše ano","Rozhodně ano","Rozhodně ano","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Velmi často",NA,"Soukromé","Dlouhodobé","ano","ne","ne","ano","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Zřídka","Ne",NA,"Ano","Ano","Ne","Ano",NA,NA,30,NA,40,30,20,60,10,10
"19","AV","Biol-Medic","Biology","Ano","Větší","Významná","Ne","Ne","Ne","Ano","Ne","Ne","20 a více let","CSc./Ph.D.","Do 5000","Ano","Vědecký pracovník do třídy V5","Spíše ano","Rozhodně ano","Spíše ano","Rozhodně ne",NA,"Spíše ano","Rozhodně ano",NA,"Rozhodně ano","Rozhodně ne","Velmi často",NA,NA,"Dlouhodobé","ano","ne","ne","ano","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Zřídka","Ano",NA,"Ano","Ne","Ne","Ano",NA,"Ano",80,NA,NA,NA,NA,80,30,50
"20","AV","Biol-Medic","Biology","Ano","Větší","Významná","Ne","Ne","Ne","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 1000","Ano","Vědecký pracovník do třídy V5","Spíše ano","Rozhodně ano","Rozhodně ano","Spíše ano","Spíše ano","Rozhodně ano","Rozhodně ano","Spíše ne","Rozhodně ano","Rozhodně ne","Velmi často",NA,NA,"Dlouhodobé","ne","ano","ano","ne","ne","ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Ne","Ne","Ano","Zřídka","Ano","Ano","Ano",NA,NA,"Ano",NA,"Ne",40,40,50,40,40,50,50,30
"21","AV","Biol-Ekol","Biology","Ano","Větší","Významná","Ne","Ne","Ano","Ano","Ne","Ne","5–9 let","Mgr./Ing.","Do 100","Ne","Doktorand do třídy V2","Spíše ne","Spíše ano","Rozhodně ano","Spíše ano","Rozhodně ano","Spíše ano","Rozhodně ano","Spíše ano","Rozhodně ano","Rozhodně ne","Velmi často","Veřejné","Soukromé","Dlouhodobé","ne","ano","ne","ne","ano","ne","Ne","Ano","Ano","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Velmi často","Ano","Ano","Ano","Ne",NA,"Ano","Ne",NA,40,60,80,70,60,70,70,60
"22","AV","Biol-Ekol","Other","Ano",NA,"Nevýznamná","Ne","Ne","Ne","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 500","Ano","Postdoktorand do třídy V3","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Někdy","Nehraje roli","Nehraje roli","Dlouhodobé","ne","ne","ne","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Zřídka","Ne",NA,"Ne",NA,"Ne","Ano","Ne","Ano",20,NA,80,40,40,30,60,10
"23","AV","Chemie","Biology","Ano","Menší","Není","Ne","Ne","Ne","Ano","Ne","Ne","20 a více let","CSc./Ph.D.","Do 5000","Ano","Vědecký pracovník do třídy V5","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Spíše ne",NA,"Spíše ano",NA,"Spíše ano","Spíše ne","Někdy",NA,"Nehraje roli","Dlouhodobé","ne","ne","ne","ano","ano","ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ano","Ne","Nikdy","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne",30,20,30,50,50,30,20,20
"24","AV","Biol-Medic","Biology","Ano","Větší",NA,"Ne","Ne","Ano","Ano","Ne","Ne","20 a více let","DrSc./DSc.","Více","Ano","Vedoucí vědecký pracovník do třídy V6","Spíše ano","Rozhodně ano","Rozhodně ano","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Rozhodně ne","Velmi často","Nehraje roli","Nehraje roli","Dlouhodobé","ne","ano","ano","ne","ano","ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Někdy","Ano","Ano","Ne","Ano","Ano","Ano","Ano","Ano",50,10,80,50,30,30,30,50
"25","AV","Biol-Medic","Biology","Ano","Menší","Nevýznamná","Ne","Ne","Ano","Ano","Ne","Ne","5–9 let","Mgr./Ing.","Do 100","Ano","Doktorand do třídy V2","Spíše ano","Spíše ano","Spíše ano","Rozhodně ano","Spíše ano","Spíše ano","Rozhodně ano","Rozhodně ano","Rozhodně ano","Rozhodně ne","Velmi často","Veřejné","Nehraje roli","Dlouhodobé","ne","ne","ano","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Velmi často","Ano","Ano","Ne","Ano","Ano","Ano","Ano","Ano",40,60,50,30,70,80,30,80
"26","AV","Biol-Ekol","Biology","Ano","Větší","Nevýznamná","Ne","Ne","Ne","Ne","Ano","Ne","10–19 let","CSc./Ph.D.","Do 500","Ne","Vědecký pracovník do třídy V5","Spíše ne",NA,"Spíše ano","Spíše ne",NA,"Spíše ano","Spíše ano",NA,"Spíše ne","Spíše ne","Vždy","Nehraje roli","Nehraje roli","Dlouhodobé","ano","ne","ano","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Někdy","Ano",NA,"Ano","Ano","Ano","Ano","Ano","Ano",40,NA,80,30,30,40,40,60
"27","AV","Biol-Medic","Biology","Ano","Větší","Nevýznamná","Ne","Ne","Ano","Ano","Ne","Ne","20 a více let","CSc./Ph.D.","Více","Ne","Vedoucí vědecký pracovník do třídy V6","Spíše ano","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ano","Spíše ne",NA,"Spíše ano","Spíše ano","Velmi často",NA,"Nehraje roli","Dlouhodobé","ne","ano","ano","ne","ano","ano","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Někdy","Ano",NA,"Ne","Ne","Ano","Ano","Ano",NA,60,NA,50,50,80,50,70,20
"28","AV","Mat-Fyz-Info","Math.","Ano","Větší","Nevýznamná","Ano","Ne","Ano","Ne","Ne","Ano","20 a více let","CSc./Ph.D.","Do 500","Ne","Vědecký pracovník do třídy V5","Spíše ano","Spíše ano","Rozhodně ano","Spíše ne","Spíše ne","Rozhodně ano","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Velmi často","Nehraje roli","Nehraje roli","Dlouhodobé","ne","ne","ne","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Někdy","Ano",NA,"Ano","Ano","Ano","Ano","Ano","Ano",60,NA,80,90,80,80,80,80
"29","AV","Biol-Medic","Biology","Ano","Větší","Nevýznamná","Ne","Ne","Ne","Ano","Ne","Ne","20 a více let","CSc./Ph.D.","Do 1000","Ne","Vědecký pracovník do třídy V5","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ano","Spíše ano","Někdy","Veřejné","Soukromé","Dlouhodobé","ne","ano","ano","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ano","Ne","Ne","Někdy","Ano","Ano","Ne",NA,NA,"Ano","Ano","Ano",20,10,90,70,20,20,20,0
"30","AV","Chemie","Chemistry","Ano","Větší",NA,"Ne","Ne","Ne","Ne","Ne","Ne","10–19 let","CSc./Ph.D.","Do 100","Ne","Vědecký asistent do třídy V4","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Rozhodně ne","Velmi často","Veřejné","Nehraje roli","Dlouhodobé","ne","ano","ano","ano","ano","ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ano","Ne","Zřídka","Ano",NA,"Ne","Ne","Ano","Ano","Ano","Ano",30,NA,90,70,40,80,20,40
"31","AV","Biol-Medic","Biology","Ano","Větší","Významná","Ne","Ne","Ano","Ano","Ne","Ano","20 a více let","CSc./Ph.D.","Do 5000","Ano","Vědecký pracovník do třídy V5","Spíše ne","Spíše ano","Rozhodně ano","Rozhodně ano","Spíše ano","Spíše ano","Rozhodně ano","Spíše ano","Rozhodně ano","Rozhodně ne","Vždy","Nehraje roli","Nehraje roli","Dlouhodobé","ne","ne","ne","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Někdy","Ano","Ano","Ne","Ne","Ne","Ano","Ano","Ano",40,20,100,10,30,10,50,80
"32","AV","Biol-Medic","Biology","Ano","Větší","Významná","Ne","Ne","Ano","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 500","Ne","Vědecký asistent do třídy V4","Spíše ne","Rozhodně ano","Rozhodně ano","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Rozhodně ne","Velmi často","Veřejné","Soukromé","Dlouhodobé","ne","ne","ano","ne","ano","ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ano","Někdy","Ano","Ano","Ano","Ne","Ano","Ne","Ne","Ne",50,50,50,50,80,50,50,50
"33","AV","Biol-Ekol","Biology","Ano",NA,"Nevýznamná","Ne","Ne","Ne","Ne","Ano","Ne","20 a více let","CSc./Ph.D.","Do 1000","Ne","Vědecký asistent do třídy V4","Rozhodně ne","Spíše ano","Rozhodně ano","Spíše ne","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Velmi často","Veřejné","Soukromé","Dlouhodobé","ano","ne","ne","ne","ne","ne","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Ano","Ne","Ne","Ne","Ne","Někdy","Ano","Ne","Ano","Ano","Ano","Ano","Ne","Ano",60,0,50,70,20,50,60,50
"34","AV","Biol-Ekol","Biology","Ano","Větší","Významná","Ne","Ne","Ne","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 500","Ne","Vědecký pracovník do třídy V5","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Rozhodně ano","Spíše ano","Spíše ne","Rozhodně ano","Rozhodně ne","Velmi často",NA,NA,"Dlouhodobé","ne","ne","ne","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Někdy","Ano","Ano","Ano","Ne","Ne","Ano","Ano","Ano",90,NA,70,60,60,70,90,70
"35","AV","Biol-Medic","Biology","Ano","Větší",NA,"Ne","Ne","Ne","Ano","Ne","Ne","20 a více let","CSc./Ph.D.","Do 1000","Ne","Vedoucí vědecký pracovník do třídy V6","Rozhodně ne","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Spíše ano",NA,"Někdy","Nehraje roli",NA,"Dlouhodobé","ano","ne","ne","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ano","Ne","Zřídka","Ano","Ano","Ano","Ne","Ne","Ne","Ne","Ne",60,NA,90,90,90,70,70,90
"36","AV","Biol-Medic","Biology","Ano",NA,"Významná","Ne","Ne","Ne","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 1000","Ne","Vědecký asistent do třídy V4","Spíše ano","Rozhodně ano","Rozhodně ano","Spíše ano","Spíše ano","Rozhodně ano","Spíše ano","Spíše ano","Rozhodně ano","Rozhodně ne","Velmi často","Veřejné","Soukromé","Dlouhodobé","ne","ne","ano","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ano","Někdy","Ano","Ano","Ano","Ano","Ano","Ano","Ano",NA,70,50,80,50,50,70,50,NA
"37","AV","Chemie","Chemistry","Ano","Větší",NA,"Ne","Ne","Ne","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 100","Ne","Postdoktorand do třídy V3","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Spíše ano","Velmi často","Nehraje roli","Nehraje roli","Dlouhodobé","ne","ne","ne","ne","ano","ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ano","Ne","Ne","Ano","Ne","Zřídka","Ano",NA,"Ano","Ne","Ne","Ne","Ne","Ne",10,NA,10,80,NA,NA,NA,20
"38","AV","Biol-Medic","Biology","Ano","Menší","Není","Ne","Ne","Ne","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 500","Ano","Vědecký pracovník do třídy V5","Spíše ne","Spíše ano","Spíše ne","Spíše ano","Spíše ne","Spíše ano","Spíše ne","Spíše ano","Rozhodně ano","Rozhodně ne","Velmi často","Veřejné","Nehraje roli","Dlouhodobé","ne","ne","ne","ne","ano","ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Zřídka","Ano",NA,"Ano","Ne","Ne","Ano","Ne","Ne",20,NA,90,80,0,20,0,0
"39","AV","Chemie","Materials","Ano","Větší","Významná","Ne","Ne","Ne","Ano","Ano","Ne","20 a více let","CSc./Ph.D.","Do 500","Ne","Odborný pracovník výzkumu a vývoje do třídy V1","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Rozhodně ano","Rozhodně ne","Spíše ne","Rozhodně ano","Rozhodně ne","Velmi často","Nehraje roli","Nehraje roli","Dlouhodobé","ne","ano","ne","ano","ne","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ano","Zřídka","Ano","Ano","Ano",NA,NA,NA,NA,NA,50,50,20,100,NA,20,10,20
"40","AV","Chemie","Other","Ano","Větší","Významná","Ne","Ne","Ne","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 500","Ne","Vědecký pracovník do třídy V5","Spíše ne","Spíše ano","Rozhodně ano","Spíše ne","Rozhodně ne","Spíše ano","Spíše ne",NA,"Rozhodně ano","Spíše ano","Velmi často","Veřejné",NA,"Dlouhodobé","ano","ne","ne","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Zřídka","Ano","Ano","Ne","Ne",NA,"Ano","Ano","Ne",30,NA,80,80,NA,NA,50,70
