"","instituce","obor","spec_hlavni","zakl_vyzkum","obor_ekzaktnost","krize_rep","cinnost_matem","cinnost_model","cinnost_teori","cinnost_exper","cinnost_kateg","cinnost_vyvoj","kar_praxe","kar_titul","kar_citace","kar_nejlepsi","kar_kategorie","obor_dotovany","obor_konkuren","obor_tlak","obor_rychly","obor_priliv","obor_publikac","obor_medializ","obor_verejnos","obor_komplexn","obor_mensi","financ_vliv","financ_zajisti.objektivitu","financ_neduvera","financ_zajisti.nezavislost","dilema_predator","dilema_neinformoval","dilema_misogyn","dilema_kvoty","dilema_cinska.medicina","dilema_embryo","reg_Evropa","reg_Sev.Amerika","reg_Asie","reg_vsude.stejne","objekt_vnejsi.pohled","objekt_presnost","objekt_matematicka.konzistence","objekt_testovatelnost","objekt_nestrannost","objekt_priblizeni.pravde","objekt_shoda.s.realitou","objekt_kvantifikace","objekt_intersubjektivita","objekt_kriticke.mysleni","objekt_reprodukovatelnost","objekt_diskut","neobj_nerepre","neobj_hacking","neobj_positiv","neobj_popular","neobj_modmet","neobj_oversell","neobj_zbytecne","neobj_salam","frek_nerepre","frek_hacking","frek_positiv","frek_popular","frek_modmet","frek_oversell","frek_zbytecne","frek_salam"
"847","JU","Biol-Ekol","Biology","Ano",NA,NA,"Ne","Ne","Ano","Ne","Ne","Ne","5–9 let","Mgr./Ing.","Do 100","Ne","Odborný asistent s akademickým titulem, vědecký, výzkumný a vývojový pracovník","Rozhodně ne","Spíše ne","Spíše ne","Spíše ne","Rozhodně ne","Rozhodně ne","Rozhodně ne","Rozhodně ne","Spíše ano","Rozhodně ano","Velmi často",NA,"Soukromé","Dlouhodobé","ne","ne","ne","ano","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ano","Ne","Ne","Ne","Ne","Zřídka","Ne",NA,"Ano","Ne","Ne",NA,"Ne","Ano",20,NA,60,80,60,30,60,10
"848","JU","Biol-Ekol","Biology","Ano","Větší","Není","Ne","Ne","Ne","Ano","Ne","Ne","5–9 let","Mgr./Ing.","Do 100","Ne","Odborný asistent, vědecký, výzkumný a vývojový asistent","Spíše ne","Rozhodně ano","Spíše ano","Spíše ano","Spíše ano","Rozhodně ano","Rozhodně ne","Spíše ne","Spíše ano","Rozhodně ne","Velmi často","Nehraje roli","Nehraje roli","Dlouhodobé","ano","ne","ne","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Někdy","Ano","Ano","Ano","Ano","Ano","Ano","Ano","Ano",50,10,80,70,10,60,50,10
"849","JU","Mat-Fyz-Info","Physics","Ano","Menší","Nevýznamná","Ne","Ne","Ne","Ano","Ano","Ano","20 a více let","CSc./Ph.D.","Do 5000","Ne","Odborný asistent s akademickým titulem, vědecký, výzkumný a vývojový pracovník","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Rozhodně ne","Spíše ne","Rozhodně ne","Někdy","Nehraje roli","Nehraje roli","Dlouhodobé","ne","ano","ne","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Zřídka","Ano",NA,"Ne","Ne","Ano","Ano","Ano","Ne",50,NA,80,10,60,80,50,60
"850","JU","Biol-Medic","Biology","Ano","Větší",NA,"Ne","Ne","Ne","Ne","Ano","Ne","10–19 let","CSc./Ph.D.","Do 500","Ano","Odborný asistent s akademickým titulem, vědecký, výzkumný a vývojový pracovník","Rozhodně ano","Spíše ano","Spíše ano","Spíše ano","Spíše ne",NA,"Spíše ne",NA,"Spíše ano",NA,"Někdy","Nehraje roli",NA,"Dlouhodobé","ano","ne","ne","ne","ano","ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ano","Ne","Nikdy","Ano",NA,"Ano","Ne","Ne","Ne","Ne","Ne",20,NA,40,20,10,40,10,20
"851","JU","Biol-Medic","Biology","Ano","Větší","Významná","Ne","Ne","Ne","Ne","Ne","Ano","10–19 let","Mgr./Ing.","Do 500","Ano","Odborný asistent s akademickým titulem, vědecký, výzkumný a vývojový pracovník","Rozhodně ano","Rozhodně ano","Spíše ano","Spíše ano","Spíše ne","Spíše ano","Spíše ne","Spíše ne","Rozhodně ano","Spíše ne","Velmi často","Veřejné",NA,"Dlouhodobé","ano","ne","ne","ne","ano","ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Někdy","Ne","Ano","Ano",NA,"Ne","Ne","Ne","Ne",10,20,20,50,50,60,20,10
"852","JU","Biol-Medic","Biology","Ano","Větší","Významná","Ne","Ne","Ne","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 1000","Ano","Odborný asistent s akademickým titulem, vědecký, výzkumný a vývojový pracovník","Rozhodně ano","Rozhodně ano","Rozhodně ano","Rozhodně ano","Spíše ano","Rozhodně ano","Rozhodně ano","Rozhodně ano","Rozhodně ano","Spíše ne","Velmi často","Veřejné","Nehraje roli","Dlouhodobé","ano","ne","ne","ano","ne","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ano","Ne","Ne","Ne","Ne","Někdy","Ano","Ano","Ano","Ne","Ne","Ano","Ano","Ne",30,NA,80,NA,70,30,20,NA
"853","JU","Biol-Ekol","Biology","Ano","Větší","Nevýznamná","Ne","Ne","Ano","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 500","Ne","Odborný asistent s akademickým titulem, vědecký, výzkumný a vývojový pracovník","Spíše ne","Rozhodně ano","Spíše ano","Rozhodně ano","Spíše ano","Rozhodně ano","Rozhodně ano","Spíše ano","Rozhodně ano","Spíše ano","Velmi často","Nehraje roli",NA,"Dlouhodobé","ne","ano","ano","ne","ano","ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Ne","Ne","Někdy","Ano","Ano","Ano","Ano","Ano",NA,"Ano",NA,60,50,80,70,60,50,50,30
"854","JU","Biol-Ekol","Biology","Ne","Menší","Významná","Ne","Ne","Ne","Ano","Ano","Ano","10–19 let","CSc./Ph.D.","Do 5000","Ano","Odborný asistent s akademickým titulem, vědecký, výzkumný a vývojový pracovník","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ano","Rozhodně ne","Někdy","Veřejné","Soukromé","Dlouhodobé","ne","ne","ano","ne","ne","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ne","Ano","Někdy","Ano","Ano","Ne","Ne","Ano","Ano","Ne","Ne",70,20,90,80,70,70,60,30
"855","JU","Biol-Ekol","Biology","Ano","Menší","Nevýznamná","Ne","Ne","Ne","Ne","Ano","Ne","10–19 let","CSc./Ph.D.","Do 500","Ne","Odborný asistent s akademickým titulem, vědecký, výzkumný a vývojový pracovník","Rozhodně ne","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Někdy","Veřejné","Soukromé","Dlouhodobé","ne","ne","ne","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Někdy","Ano","Ano","Ano","Ano","Ano","Ano","Ano","Ano",20,20,30,50,30,20,10,10
"856","JU","Biol-Medic","Biology","Ano","Větší","Významná","Ne","Ne","Ne","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 500","Ano","Odborný asistent s akademickým titulem, vědecký, výzkumný a vývojový pracovník","Spíše ano","Rozhodně ano","Rozhodně ano","Spíše ano","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Rozhodně ano","Spíše ano","Velmi často","Nehraje roli","Nehraje roli","Dlouhodobé","ano","ano","ne","ano","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ano","Ne","Ne","Ne","Ne","Nikdy","Ano","Ano","Ano","Ne","Ne","Ne","Ano","Ne",20,80,10,80,20,80,10,60
"857","JU","Biol-Ekol","Biology","Ano",NA,NA,"Ne","Ne","Ne","Ne","Ano","Ne","Méně než 5 let","CSc./Ph.D.","Do 100","Ne","Odborný asistent, vědecký, výzkumný a vývojový asistent","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ano","Spíše ano","Rozhodně ano","Velmi často","Nehraje roli","Nehraje roli","Dlouhodobé","ne","ano","ne","ne","ano","ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ne","Někdy","Ano","Ano","Ano","Ano","Ano","Ano","Ano","Ano",20,NA,10,30,20,20,10,0
"858","JU","Biol-Ekol","Biology","Ano","Větší",NA,"Ne","Ne","Ne","Ne","Ne","Ne","20 a více let","Docent","Do 500","Ne","Docent, vědecký, výzkumný a vývojový pracovník","Spíše ne","Spíše ne","Spíše ne","Rozhodně ne","Rozhodně ne","Spíše ano","Spíše ne","Rozhodně ne","Rozhodně ne","Spíše ne","Zřídka","Veřejné","Nehraje roli","Dlouhodobé","ne","ne","ne","ano","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Někdy","Ne",NA,"Ano","Ne","Ano","Ne","Ne","Ano",20,NA,50,NA,NA,30,30,70
"859","JU","Chemie","Chemistry","Ne","Menší",NA,"Ne","Ne","Ne","Ne","Ne","Ano","10–19 let","CSc./Ph.D.","Do 100","Ne","Odborný asistent s akademickým titulem, vědecký, výzkumný a vývojový pracovník","Rozhodně ne","Spíše ano","Spíše ne","Spíše ne","Rozhodně ne","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Rozhodně ne","Vždy","Nehraje roli",NA,"Nehraje roli","ano","ano","ne","ano","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Někdy","Ano","Ano","Ano","Ne","Ano","Ano","Ano","Ne",50,10,60,60,60,10,10,70
"860","JU","Vědy o Zemi","Other","Ano","Menší",NA,"Ne","Ne","Ne","Ano","Ne","Ne","20 a více let","Docent","Do 500","Ne","Docent, vědecký, výzkumný a vývojový pracovník","Spíše ne","Spíše ne",NA,"Spíše ne",NA,"Spíše ano","Spíše ne","Spíše ne","Rozhodně ano",NA,"Vždy",NA,"Nehraje roli","Dlouhodobé","ano","ne","ne","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Velmi často","Ano",NA,"Ano","Ne","Ne","Ano","Ne","Ne",50,NA,50,50,50,100,50,50
"861","JU","Biol-Ekol","Biology","Ano",NA,NA,"Ne","Ne","Ano","Ne","Ne","Ne","Méně než 5 let","Mgr./Ing.","Do 100","Ne","Odborný asistent, vědecký, výzkumný a vývojový asistent","Rozhodně ne","Spíše ne","Rozhodně ne","Rozhodně ne","Spíše ne","Spíše ne","Spíše ne","Rozhodně ne","Spíše ne","Rozhodně ne","Velmi často","Veřejné","Soukromé","Dlouhodobé","ne","ne","ne","ne","ne","ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Nikdy",NA,NA,"Ano","Ne",NA,"Ano","Ano","Ne",70,60,70,20,50,70,70,60
"862","JU","Biol-Ekol","Earth-Env","Ne",NA,NA,"Ne","Ne","Ne","Ne","Ano","Ne","Méně než 5 let","Mgr./Ing.","Do 100","Ne","Nejsem zaměstnancem JČU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Velmi často","Nehraje roli",NA,"Nehraje roli","ano","ne","ne","ne","ano","ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Ne","Ne","Zřídka","Ano","Ano",NA,NA,NA,"Ne","Ne","Ne",NA,70,NA,70,70,70,90,70
"863","JU","Biol-Ekol","Biology","Ano","Menší",NA,"Ne","Ne","Ne","Ano","Ne","Ne","20 a více let","Profesor","Do 1000","Ne","Profesor, samostatný vědecký, výzkumný a vývojový pracovník","Rozhodně ne","Spíše ne","Spíše ano","Spíše ne","Rozhodně ne","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Rozhodně ne","Někdy","Veřejné","Soukromé","Dlouhodobé","ne","ne","ne","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ano","Ano","Zřídka","Ano","Ano","Ne","Ne","Ne","Ano","Ne","Ne",20,10,90,10,20,10,10,70
"864","JU","Vědy o Zemi","Earth-Env","Ano","Větší",NA,"Ne","Ne","Ne","Ne","Ne","Ano","10–19 let","CSc./Ph.D.","Do 100","Ne","Odborný asistent s akademickým titulem, vědecký, výzkumný a vývojový pracovník","Spíše ne","Spíše ano",NA,"Spíše ne","Rozhodně ne","Spíše ne","Spíše ne","Spíše ano","Rozhodně ano","Rozhodně ne","Velmi často",NA,"Soukromé","Dlouhodobé","ne","ne","ne","ne","ne","ne","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ne","Zřídka","Ano","Ano","Ano","Ne","Ne","Ano",NA,"Ano",50,40,40,30,60,80,80,30
"865","JU","Biol-Ekol","Biology","Ano","Menší",NA,"Ne","Ne","Ne","Ano","Ne","Ne","20 a více let","Profesor","Do 5000","Ne","Profesor, samostatný vědecký, výzkumný a vývojový pracovník","Spíše ne","Spíše ano","Spíše ne","Spíše ne","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ano","Rozhodně ano","Někdy","Nehraje roli","Soukromé","Dlouhodobé","ne","ano","ne","ne","ano","ano","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Zřídka","Ano",NA,"Ano",NA,NA,"Ne","Ne","Ne",NA,NA,NA,NA,NA,NA,20,30
"866","JU","Biol-Ekol","Biology","Ne","Větší",NA,"Ne","Ne","Ne","Ne","Ano","Ne","Méně než 5 let","Mgr./Ing.","Do 100","Ne","Nejsem zaměstnancem JČU","Rozhodně ne","Spíše ne","Rozhodně ne","Spíše ne","Rozhodně ne","Spíše ne","Spíše ne","Rozhodně ne","Spíše ano","Spíše ne","Velmi často","Veřejné","Soukromé","Dlouhodobé","ano","ne","ne","ano","ano","ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Ano","Ne","Ne","Ne","Ne","Zřídka","Ano","Ano","Ne","Ne","Ne","Ano","Ano","Ne",30,20,90,70,70,40,50,40
"867","JU","Apl. fyzika","Physics","Ano","Větší","Nevýznamná","Ne","Ne","Ne","Ano","Ne","Ne","Méně než 5 let","Mgr./Ing.","Do 100","Ne","Odborný asistent s akademickým titulem, vědecký, výzkumný a vývojový pracovník","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Rozhodně ne","Rozhodně ne","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Někdy","Veřejné","Nehraje roli","Dlouhodobé","ne","ano","ne","ne","ano","ne","Ne","Ne","Ano","Ne","Ano","Ne","Ne","Ne","Ano","Ne","Ano","Ne","Ne","Ne","Ne","Nikdy","Ano","Ano","Ano","Ne","Ne","Ano","Ne","Ano",10,NA,50,40,40,20,10,20
"868","JU","Biol-Medic","Biology","Ano","Menší","Nevýznamná","Ne","Ne","Ne","Ano","Ne","Ne","10–19 let","Docent","Do 1000","Ano","Docent, vědecký, výzkumný a vývojový pracovník","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ano","Spíše ano","Někdy",NA,NA,"Dlouhodobé","ano","ano","ne","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ano","Ne","Ne","Ano","Ne","Někdy","Ano","Ano",NA,"Ano","Ano","Ano","Ano","Ano",40,20,30,20,40,70,50,50
"869","JU","Vědy o Zemi","Earth-Env","Ne","Větší","Není","Ne","Ano","Ano","Ne","Ano","Ne","10–19 let","Docent","Do 500","Ne","Docent, vědecký, výzkumný a vývojový pracovník","Rozhodně ne","Spíše ne","Spíše ne","Spíše ne","Rozhodně ne","Spíše ne","Spíše ne","Spíše ne","Rozhodně ano","Spíše ne","Zřídka","Nehraje roli","Nehraje roli","Nehraje roli","ano","ne","ne","ano","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Někdy","Ano","Ano","Ano","Ne","Ne","Ne","Ne","Ne",20,10,70,10,30,10,30,40
"870","JU","Biol-Ekol","Earth-Env","Ano",NA,"Významná","Ne","Ne","Ne","Ano","Ne","Ano","5–9 let","CSc./Ph.D.","Do 100","Ne","Odborný asistent s akademickým titulem, vědecký, výzkumný a vývojový pracovník","Rozhodně ne","Spíše ano","Rozhodně ano","Spíše ano","Rozhodně ne","Spíše ne","Rozhodně ano","Rozhodně ano","Spíše ano","Rozhodně ne","Vždy",NA,NA,"Dlouhodobé","ne","ano","ano","ano","ne","ne","Ne","Ne","Ano","Ne","Ne","Ano","Ne","Ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Zřídka","Ano",NA,"Ano","Ne",NA,NA,"Ano","Ne",20,NA,20,0,20,10,30,0
"871","JU","Biol-Ekol","Earth-Env","Ano","Větší","Nevýznamná","Ne","Ne","Ne","Ne","Ano","Ne","20 a více let","Profesor","Do 5000","Ano","Profesor, samostatný vědecký, výzkumný a vývojový pracovník","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Rozhodně ano","Spíše ne","Spíše ne","Spíše ano","Rozhodně ne","Někdy","Veřejné","Soukromé","Dlouhodobé","ne","ne","ne","ne","ano","ne","Ne","Ne","Ne","Ano","Ne","Ano","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ne","Někdy","Ano","Ano","Ano",NA,"Ano","Ano","Ano","Ano",20,10,10,0,10,20,10,20
"872","JU","Biol-Ekol","Biology","Ano","Větší","Není","Ne","Ne","Ne","Ne","Ano","Ne","10–19 let","CSc./Ph.D.","Do 500","Ne","Odborný asistent s akademickým titulem, vědecký, výzkumný a vývojový pracovník","Spíše ne","Spíše ano","Spíše ano","Rozhodně ne","Spíše ne","Spíše ano","Spíše ne",NA,NA,"Rozhodně ne","Velmi často","Veřejné","Soukromé","Dlouhodobé","ne","ne","ano","ne","ano","ano","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Někdy","Ano","Ano",NA,"Ne","Ano","Ano","Ano","Ano",20,10,90,20,70,40,30,40
"873","JU","Biol-Ekol","Earth-Env","Ano","Větší","Není","Ne","Ne","Ne","Ne","Ano","Ne","20 a více let","Docent","Více","Ano","Docent, vědecký, výzkumný a vývojový pracovník","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Rozhodně ne","Rozhodně ano","Rozhodně ne","Rozhodně ne","Rozhodně ano","Rozhodně ne","Velmi často","Veřejné","Soukromé","Dlouhodobé","ne","ne","ne","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Nikdy","Ano","Ano","Ano","Ne","Ne","Ne","Ano","Ne",80,70,90,10,50,90,20,20
"874","JU","Biol-Ekol","Earth-Env","Ano","Menší",NA,"Ne","Ne","Ne","Ne","Ano","Ne","10–19 let","CSc./Ph.D.","Do 1000","Ano","Odborný asistent s akademickým titulem, vědecký, výzkumný a vývojový pracovník","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Někdy","Veřejné",NA,"Nehraje roli","ne","ne","ne","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ano","Ano","Zřídka","Ano",NA,"Ano","Ne",NA,"Ano",NA,"Ano",20,NA,NA,NA,20,20,30,30
"875","JU","Chemie","Earth-Env","Ano","Větší","Nevýznamná","Ne","Ne","Ano","Ne","Ne","Ne","10–19 let","Docent","Do 5000","Ne","Docent, vědecký, výzkumný a vývojový pracovník","Spíše ano","Rozhodně ano","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Spíše ne","Rozhodně ano","Rozhodně ne","Někdy","Veřejné","Soukromé","Dlouhodobé","ne","ne","ne","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Někdy","Ano",NA,"Ano","Ne","Ne","Ano","Ne","Ne",40,NA,60,70,60,50,40,30
"876","JU","Biol-Ekol","Biology","Ano","Menší","Nevýznamná","Ne","Ne","Ano","Ne","Ne","Ne","20 a více let","Profesor","Do 5000","Ne","Profesor, samostatný vědecký, výzkumný a vývojový pracovník","Spíše ne","Spíše ano","Rozhodně ano","Spíše ano","Rozhodně ne","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Spíše ano","Velmi často",NA,NA,"Dlouhodobé","ne","ne","ne","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Někdy","Ano","Ano","Ano","Ano","Ano","Ano","Ano","Ano",50,30,60,80,60,70,80,60
"877","JU","Biol-Medic","Biology","Ano","Větší","Není","Ne","Ne","Ano","Ne","Ne","Ne","Méně než 5 let","Mgr./Ing.","Do 100","Ne",NA,"Spíše ne","Rozhodně ano","Rozhodně ano","Spíše ne","Rozhodně ano","Rozhodně ano","Spíše ano","Spíše ne","Rozhodně ano","Rozhodně ne","Vždy","Nehraje roli","Nehraje roli","Dlouhodobé","ano","ne","ne","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Zřídka","Ne",NA,"Ano","Ne","Ne","Ano","Ano","Ne",20,NA,NA,30,50,10,30,0
"878","JU","Biol-Ekol","Other","Ne","Větší",NA,"Ne","Ano","Ne","Ne","Ne","Ne","Méně než 5 let","Mgr./Ing.","Do 100","Ne","Odborný asistent, vědecký, výzkumný a vývojový asistent","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ano","Rozhodně ne","Velmi často","Soukromé","Nehraje roli","Dlouhodobé","ne","ne","ne","ne","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ano","Nikdy","Ne",NA,"Ano","Ne","Ano","Ano","Ano","Ano",10,10,70,20,20,30,40,50
"879","JU","Biol-Ekol","Earth-Env","Ano","Menší","Nevýznamná","Ne","Ano","Ne","Ne","Ne","Ne","20 a více let","Docent","Do 1000","Ano","Docent, vědecký, výzkumný a vývojový pracovník","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Rozhodně ano","Spíše ano","Velmi často","Veřejné","Soukromé","Dlouhodobé","ne","ne","ne","ne","ano","ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Ano","Zřídka","Ano","Ano","Ano","Ne","Ne","Ano","Ne","Ne",60,NA,90,30,50,60,20,70
"880","JU","Biol-Ekol","Biology","Ne","Větší","Nevýznamná","Ne","Ne","Ano","Ano","Ano","Ne","5–9 let","CSc./Ph.D.","Do 100","Ne","Nejsem zaměstnancem JČU","Spíše ne","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Rozhodně ne","Rozhodně ne","Spíše ne","Rozhodně ano","Velmi často","Veřejné","Soukromé","Dlouhodobé","ne","ne","ne","ne","ano","ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Zřídka","Ano",NA,"Ano","Ano","Ano","Ano","Ano","Ne",40,NA,70,60,50,30,40,20
"881","JU","Vědy o Zemi","Earth-Env","Ne","Větší","Významná","Ne","Ne","Ne","Ne","Ne","Ano","10–19 let","CSc./Ph.D.","Do 100","Ano","Odborný asistent s akademickým titulem, vědecký, výzkumný a vývojový pracovník","Rozhodně ne","Spíše ano","Spíše ano","Rozhodně ano","Rozhodně ne","Spíše ne","Rozhodně ne","Spíše ne","Rozhodně ano","Spíše ne","Velmi často","Veřejné","Nehraje roli","Dlouhodobé","ano","ne","ne","ne","ano","ano","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Někdy","Ano",NA,"Ano","Ano","Ano","Ano","Ne","Ne",40,NA,90,50,90,50,80,80
"882","JU","Chemie","Chemistry","Ano","Větší",NA,"Ne","Ne","Ne","Ano","Ne","Ne","10–19 let","CSc./Ph.D.","Do 500","Ne","Odborný asistent s akademickým titulem, vědecký, výzkumný a vývojový pracovník","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Rozhodně ne","Rozhodně ano","Rozhodně ne","Někdy","Veřejné","Nehraje roli",NA,"ano","ano","ne","ano","ano","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Zřídka","Ano",NA,"Ano","Ne","Ne","Ano","Ano","Ne",0,NA,90,NA,NA,0,20,NA
"883","JU","Biol-Medic","Biology","Ne",NA,NA,"Ne","Ne","Ne","Ano","Ano","Ne","5–9 let","CSc./Ph.D.","Do 100","Ne","Odborný asistent s akademickým titulem, vědecký, výzkumný a vývojový pracovník",NA,"Spíše ano","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Spíše ano",NA,"Spíše ano",NA,"Někdy",NA,NA,NA,"ne","ano","ano","ne","ne","ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Zřídka","Ano",NA,NA,"Ne","Ano","Ano","Ano","Ne",0,NA,70,0,0,0,50,NA
"884","JU","Biol-Medic","Biology","Ano",NA,"Nevýznamná","Ne","Ne","Ne","Ne","Ne","Ne","5–9 let","CSc./Ph.D.","Do 500","Ano","Odborný asistent s akademickým titulem, vědecký, výzkumný a vývojový pracovník","Rozhodně ano","Spíše ano","Spíše ano","Spíše ano",NA,"Rozhodně ano","Spíše ne","Spíše ne","Spíše ano","Spíše ano","Velmi často",NA,NA,"Dlouhodobé","ano","ano","ne","ne","ano","ano","Ne","Ne","Ne","Ne","Ne","Ano","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Ne","Někdy","Ano",NA,"Ano",NA,NA,"Ano",NA,"Ano",NA,NA,NA,NA,NA,NA,NA,NA
"885","JU","Biol-Medic","Biology","Ano",NA,NA,"Ne","Ne","Ano","Ne","Ano","Ne","5–9 let","Mgr./Ing.","Do 100","Ne","Odborný asistent s akademickým titulem, vědecký, výzkumný a vývojový pracovník","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Rozhodně ne","Spíše ano","Spíše ano","Někdy","Veřejné",NA,"Dlouhodobé","ne","ne","ano","ne","ano","ano","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ne","Ano","Ne","Ne","Ne","Ano","Ne","Někdy","Ano","Ano","Ano",NA,NA,"Ano","Ano","Ano",30,10,40,60,20,30,10,10
